object_property (op),super-op,domain,range,functional,inverse functional,transitive,symmetric,asymmetric,reflexive,irreflexive,inverse_prop
has/Medication/Antipsychotics,,Mental disorder,Induced psychotic disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Psychogenic paranoid psychosis,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Psychogenic paranoid psychosis,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Psychogenic paranoid psychosis,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Psychogenic paranoid psychosis,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Psychogenic paranoid psychosis,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Psychogenic paranoid psychosis,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Psychogenic paranoid psychosis,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Reactive psychoses,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Reactive psychoses,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Reactive psychoses,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Reactive psychoses,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Reactive psychoses,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Reactive psychoses,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Reactive psychoses,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,"Severe mood disorder with psychotic features, mood-congruent",False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,"Severe mood disorder with psychotic features, mood-congruent",False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,"Severe mood disorder with psychotic features, mood-congruent",False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,"Severe mood disorder with psychotic features, mood-congruent",False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,"Severe mood disorder with psychotic features, mood-congruent",False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,"Severe mood disorder with psychotic features, mood-congruent",False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,"Severe mood disorder with psychotic features, mood-congruent",False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,"Severe bipolar disorder with psychotic features, mood-congruent",False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,"Severe bipolar disorder with psychotic features, mood-congruent",False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,"Severe bipolar disorder with psychotic features, mood-congruent",False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,"Severe bipolar disorder with psychotic features, mood-congruent",False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,"Severe bipolar disorder with psychotic features, mood-congruent",False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,"Severe bipolar disorder with psychotic features, mood-congruent",False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,"Severe bipolar disorder with psychotic features, mood-congruent",False,False,False,False,False,False,False,
has/Symptoms/False_beliefs,,Mental disorder,Acute psychosis,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Acute psychosis,False,False,False,False,False,False,False,
has/Complications/Self-harm,,Mental disorder,Acute psychosis,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Acute psychosis,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Acute psychosis,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Acute psychosis,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Acute psychosis,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Acute psychosis,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Acute psychosis,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Presbyophrenic psychosis,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Presbyophrenic psychosis,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Presbyophrenic psychosis,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Presbyophrenic psychosis,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Presbyophrenic psychosis,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Presbyophrenic psychosis,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Presbyophrenic psychosis,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Non-organic psychosis,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Non-organic psychosis,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Non-organic psychosis,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Non-organic psychosis,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Non-organic psychosis,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Non-organic psychosis,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Non-organic psychosis,False,False,False,False,False,False,False,
has/Symptoms/Hallucinations,,Mental disorder,Postpartum psychosis,False,False,False,False,False,False,False,
has/Symptoms/Delusions,,Mental disorder,Postpartum psychosis,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,Postpartum psychosis,False,False,False,False,False,False,False,
has/Symptoms/Confusion,,Mental disorder,Postpartum psychosis,False,False,False,False,False,False,False,
has/Symptoms/Restlessness,,Mental disorder,Postpartum psychosis,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Postpartum psychosis,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Postpartum psychosis,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Postpartum psychosis,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Postpartum psychosis,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Postpartum psychosis,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Postpartum psychosis,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Postpartum psychosis,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Postpartum psychosis,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Symbiotic infantile psychosis,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Symbiotic infantile psychosis,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Symbiotic infantile psychosis,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Symbiotic infantile psychosis,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Symbiotic infantile psychosis,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Symbiotic infantile psychosis,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Symbiotic infantile psychosis,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Cotard's syndrome,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Cotard's syndrome,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Cotard's syndrome,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Cotard's syndrome,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Cotard's syndrome,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Cotard's syndrome,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Cotard's syndrome,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Infantile psychosis,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Infantile psychosis,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Infantile psychosis,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Infantile psychosis,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Infantile psychosis,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Infantile psychosis,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Infantile psychosis,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Substance induced psychotic disorder,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Substance induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Substance induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Substance induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Substance induced psychotic disorder,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Substance induced psychotic disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Substance induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Atypical psychosis,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Atypical psychosis,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Atypical psychosis,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Atypical psychosis,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Atypical psychosis,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Atypical psychosis,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Atypical psychosis,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Psychotic disorder in mother complicating pregnancy,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Psychotic disorder in mother complicating pregnancy,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Psychotic disorder in mother complicating pregnancy,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Psychotic disorder in mother complicating pregnancy,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Psychotic disorder in mother complicating pregnancy,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Psychotic disorder in mother complicating pregnancy,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Psychotic disorder in mother complicating pregnancy,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,"Reactive depressive psychosis, single episode",False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,"Reactive depressive psychosis, single episode",False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,"Reactive depressive psychosis, single episode",False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,"Reactive depressive psychosis, single episode",False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,"Reactive depressive psychosis, single episode",False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,"Reactive depressive psychosis, single episode",False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,"Reactive depressive psychosis, single episode",False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,depressive type psychosis,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,depressive type psychosis,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,depressive type psychosis,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,depressive type psychosis,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,depressive type psychosis,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,depressive type psychosis,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,depressive type psychosis,False,False,False,False,False,False,False,
has/Symptoms/Delusions,,Mental disorder,Schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Depressed_mood,,Mental disorder,Schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Delusions,,Mental disorder,"Schizoaffective disorder, bipolar type",False,False,False,False,False,False,False,
has/Symptoms/Depressed_mood,,Mental disorder,"Schizoaffective disorder, bipolar type",False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,"Schizoaffective disorder, bipolar type",False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,"Schizoaffective disorder, bipolar type",False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,"Schizoaffective disorder, bipolar type",False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,"Schizoaffective disorder, bipolar type",False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,"Schizoaffective disorder, bipolar type",False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,"Schizoaffective disorder, bipolar type",False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,"Schizoaffective disorder, bipolar type",False,False,False,False,False,False,False,
has/Symptoms/Delusions,,Mental disorder,"Schizoaffective disorder, depressive type",False,False,False,False,False,False,False,
has/Symptoms/Depressed_mood,,Mental disorder,"Schizoaffective disorder, depressive type",False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,"Schizoaffective disorder, depressive type",False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,"Schizoaffective disorder, depressive type",False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,"Schizoaffective disorder, depressive type",False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,"Schizoaffective disorder, depressive type",False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,"Schizoaffective disorder, depressive type",False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,"Schizoaffective disorder, depressive type",False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,"Schizoaffective disorder, depressive type",False,False,False,False,False,False,False,
has/Symptoms/Delusions,,Mental disorder,"Schizoaffective disorder, manic type",False,False,False,False,False,False,False,
has/Symptoms/Depressed_mood,,Mental disorder,"Schizoaffective disorder, manic type",False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,"Schizoaffective disorder, manic type",False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,"Schizoaffective disorder, manic type",False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,"Schizoaffective disorder, manic type",False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,"Schizoaffective disorder, manic type",False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,"Schizoaffective disorder, manic type",False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,"Schizoaffective disorder, manic type",False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,"Schizoaffective disorder, manic type",False,False,False,False,False,False,False,
has/Symptoms/Delusions,,Mental disorder,"Schizoaffective disorder, mixed type",False,False,False,False,False,False,False,
has/Symptoms/Depressed_mood,,Mental disorder,"Schizoaffective disorder, mixed type",False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,"Schizoaffective disorder, mixed type",False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,"Schizoaffective disorder, mixed type",False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,"Schizoaffective disorder, mixed type",False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,"Schizoaffective disorder, mixed type",False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,"Schizoaffective disorder, mixed type",False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,"Schizoaffective disorder, mixed type",False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,"Schizoaffective disorder, mixed type",False,False,False,False,False,False,False,
has/Symptoms/Delusions,,Mental disorder,Acute exacerbation of subchronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Depressed_mood,,Mental disorder,Acute exacerbation of subchronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Acute exacerbation of subchronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Acute exacerbation of subchronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Acute exacerbation of subchronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Acute exacerbation of chronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Acute exacerbation of chronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Delusions,,Mental disorder,Acute exacerbation of chronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Depressed_mood,,Mental disorder,Acute exacerbation of chronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Acute exacerbation of chronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Acute exacerbation of chronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Acute exacerbation of chronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Acute exacerbation of chronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Acute exacerbation of chronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Delusions,,Mental disorder,Subchronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Depressed_mood,,Mental disorder,Subchronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Subchronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Subchronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Subchronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Delusions,,Mental disorder,Chronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Depressed_mood,,Mental disorder,Chronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Chronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Chronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Chronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Delusions,,Mental disorder,Schizoaffective schizophrenia in remission,False,False,False,False,False,False,False,
has/Symptoms/Depressed_mood,,Mental disorder,Schizoaffective schizophrenia in remission,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Schizoaffective schizophrenia in remission,False,False,False,False,False,False,False,
has/Symptoms/Hearing_voices,,Mental disorder,Schizoaffective schizophrenia in remission,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Schizoaffective schizophrenia in remission,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Schizoaffective schizophrenia in remission,False,False,False,False,False,False,False,
has/Complications/Lifestyle_diseases,,Mental disorder,Schizoaffective schizophrenia in remission,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Schizoaffective schizophrenia in remission,False,False,False,False,False,False,False,
has/Symptoms/Delusions,,Mental disorder,subchronic schizoaffective disorder with no residual symptoms,False,False,False,False,False,False,False,
has/Symptoms/Depressed_mood,,Mental disorder,subchronic schizoaffective disorder with no residual symptoms,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,subchronic schizoaffective disorder with no residual symptoms,False,False,False,False,False,False,False,
has/Symptoms/Delusions,,Mental disorder,chronic schizoaffective disorder with residual symptoms,False,False,False,False,False,False,False,
has/Symptoms/Depressed_mood,,Mental disorder,chronic schizoaffective disorder with residual symptoms,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,chronic schizoaffective disorder with residual symptoms,False,False,False,False,False,False,False,
has/Symptoms/Hallucinations,,Mental disorder,Schizophrenic disorders,False,False,False,False,False,False,False,
has/Symptoms/Hearing_voices,,Mental disorder,Schizophrenic disorders,False,False,False,False,False,False,False,
has/Symptoms/Delusions,,Mental disorder,Schizophrenic disorders,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Schizophrenic disorders,False,False,False,False,False,False,False,
has/Symptoms/Confused_thinking,,Mental disorder,Schizophrenic disorders,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Schizophrenic disorders,False,False,False,False,False,False,False,
has/Complications/Heart_disease,,Mental disorder,Schizophrenic disorders,False,False,False,False,False,False,False,
has/Complications/Lifestyle_diseases,,Mental disorder,Schizophrenic disorders,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Schizophrenic disorders,False,False,False,False,False,False,False,
has/Symptoms/Hearing_voices,,Mental disorder,Schizophrenic prodrome,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Schizophrenic prodrome,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Schizophrenic prodrome,False,False,False,False,False,False,False,
has/Complications/Lifestyle_diseases,,Mental disorder,Schizophrenic prodrome,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Schizophrenic prodrome,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Schizophrenic prodrome,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Schizophrenic prodrome,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Schizophrenic prodrome,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Schizophrenic prodrome,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Schizophrenic prodrome,False,False,False,False,False,False,False,
has/Symptoms/Hearing_voices,,Mental disorder,Catatonic schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Catatonic schizophrenia,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Catatonic schizophrenia,False,False,False,False,False,False,False,
has/Complications/Lifestyle_diseases,,Mental disorder,Catatonic schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Catatonic schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Catatonic schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Catatonic schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Catatonic schizophrenia,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Catatonic schizophrenia,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Catatonic schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Hearing_voices,,Mental disorder,Disorganized schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Disorganized schizophrenia,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Disorganized schizophrenia,False,False,False,False,False,False,False,
has/Complications/Lifestyle_diseases,,Mental disorder,Disorganized schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Disorganized schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Disorganized schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Disorganized schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Disorganized schizophrenia,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Disorganized schizophrenia,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Disorganized schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Hallucinations,,Mental disorder,Paranoid schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Hearing_voices,,Mental disorder,Paranoid schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Delusions,,Mental disorder,Paranoid schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Paranoid schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Confused_thinking,,Mental disorder,Paranoid schizophrenia,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Paranoid schizophrenia,False,False,False,False,False,False,False,
has/Complications/Heart_disease,,Mental disorder,Paranoid schizophrenia,False,False,False,False,False,False,False,
has/Complications/Lifestyle_diseases,,Mental disorder,Paranoid schizophrenia,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Paranoid schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Hallucinations,,Mental disorder,Residual schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Hearing_voices,,Mental disorder,Residual schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Delusions,,Mental disorder,Residual schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Residual schizophrenia,False,False,False,False,False,False,False,
has/Symptoms/Confused_thinking,,Mental disorder,Residual schizophrenia,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Residual schizophrenia,False,False,False,False,False,False,False,
